date,USDJPY Curncy,USSW2 Curncy,JYSW2 Curncy,.USGG310 Curncy,.GJGB310 Curncy,.SPXWORLD Curncy,.NKYXASI Curncy,MXWO Index,CO1 Comdty
2000-01-31,107.32,7.149,-0.51745,0.973,-1.657,1.042,-160.2271,1338.25,25.97
2000-02-01,107.85,7.13,-0.52,0.911,-1.697,1.0448,-161.2033,1348.85,26.39
2000-02-02,108.16,7.16,-0.5125,0.928,-1.778,1.0389,-161.2627,1356.33,25.93
2000-02-03,107.56,7.16,-0.5,0.877,-1.792,1.0335,-160.9568,1378.74,26.66
2000-02-04,107.19,7.224,-0.49,0.887,-1.76,1.0315,-158.7273,1380.88,27.07
2000-02-07,108.62,7.2305,-0.5,1.02,-1.7970000000000002,1.0359,-160.6947,1374.92,26.88
2000-02-08,109.47,7.2105,-0.5,0.936,-1.846,1.0357,-162.7796,1391.96,26.37
2000-02-09,108.79,7.186,-0.5074,1.026,-1.8199999999999998,1.022,-162.1507,1381.36,26.92
2000-02-10,109.27,7.1885,-0.49,1.017,-1.717,1.0269,-159.5953,1379.69,27.48
2000-02-11,108.82,7.14,-0.5,0.973,,1.0162,-159.4275,1365.0,27.82
2000-02-14,108.96,7.1495,-0.495,0.935,-1.682,1.0221,-159.3454,1359.94,27.13
2000-02-15,109.22,7.1625,-0.495,0.812,-1.6560000000000001,1.0357,-160.7022,1353.77,27.13
2000-02-16,109.44,7.17,-0.48735,0.817,-1.65,1.0276,-163.1362,1350.4,27.37
2000-02-17,110.56,7.23,-0.4875,0.829,-1.7069999999999999,1.0231,-163.0129,1356.94,26.67
2000-02-18,111.09,7.2225,-0.4725,0.744,-1.6760000000000002,1.0095,-163.9386,1333.48,26.22
2000-02-21,111.26,7.215,-0.465,0.728,-1.6440000000000001,1.017,-165.4848,1323.54,25.93
2000-02-22,110.69,7.1295,-0.47725,0.597,-1.713,1.0164,-166.4142,1330.4,26.58
2000-02-23,111.07,7.16,-0.4773,0.6,-1.6949999999999998,1.0139,-166.9194,1342.0,27.06
2000-02-24,111.37,7.1,-0.51245,0.564,-1.7269999999999999,1.0115,-166.1413,1337.98,27.37
2000-02-25,110.29,6.97,-0.49,0.56,-1.745,1.001,-166.2853,1332.04,27.48
2000-02-28,109.45,7.066,-0.48,0.594,-1.6800000000000002,1.0133,-164.7873,1330.35,27.41
2000-02-29,110.33,7.07,-0.49,0.628,-1.704,1.0193,-167.9246,1340.58,28.09
2000-03-01,107.28,7.0645,-0.4975,0.616,-1.702,1.0148,-165.6084,1359.03,29.06
2000-03-02,107.74,7.05,-0.4975,0.625,-1.659,1.0081,-165.5674,1370.66,29.22
2000-03-03,107.9,7.037,-0.505,0.569,-1.666,1.0182,-165.966,1383.94,28.99
2000-03-06,107.54,7.055,-0.49,0.593,-1.641,1.0114,-166.8044,1375.61,29.63
2000-03-07,106.12,7.045,-0.51,0.539,-1.658,0.9996,-165.3066,1356.14,31.9
2000-03-08,107.17,7.059,-0.51615,0.557,-1.621,1.0092,-164.5451,1354.19,28.8
2000-03-09,106.53,7.057,-0.525,0.511,-1.6640000000000001,1.019,-164.7037,1375.57,29.29
2000-03-10,106.35,7.111,-0.54,0.491,-1.696,1.0156,-165.4276,1373.68,28.94
2000-03-13,105.52,7.1,-0.53,0.5,-1.679,1.022,-165.459,1353.89,28.89
2000-03-14,105.12,7.079,-0.5285,0.406,-1.673,1.0122,-164.8311,1342.83,27.3
2000-03-15,105.69,7.096,-0.55,0.427,-1.6480000000000001,1.0323,-165.2256,1348.61,26.47
2000-03-16,105.37,7.095,-0.585,0.382,-1.702,1.0472,-164.0248,1392.79,26.78
2000-03-17,106.73,7.081,-0.59,0.323,-1.685,1.0465,-164.6027,1399.44,26.56
2000-03-20,106.3,7.093,-0.59,0.282,,1.0387,-165.3678,1402.37,25.21
2000-03-21,106.78,7.082,-0.6,0.217,-1.815,1.0508,-165.0308,1421.68,25.72
2000-03-22,107.11,7.077,-0.585,0.195,-1.779,1.0557,-166.9226,1421.47,25.4
2000-03-23,107.24,7.097,-0.5975,0.194,-1.767,1.0632,-166.6069,1436.53,25.48
2000-03-24,106.87,7.225,-0.635,0.289,-1.804,1.0549,-168.0397,1447.93,25.91
2000-03-27,106.79,7.254,-0.655,0.336,-1.854,1.0518,-168.1956,1448.76,25.68
2000-03-28,105.84,7.233,-0.63805,0.265,-1.843,1.0428,-165.645,1445.78,25.51
2000-03-29,105.69,7.225,-0.605,0.262,-1.811,1.0449,-164.1301,1443.74,24.4
2000-03-30,105.57,7.16,-0.605,0.171,-1.721,1.0481,-164.0965,1419.58,24.63
2000-03-31,102.78,7.155,-0.61375,0.133,-1.71,1.0465,-160.9602,1431.94,24.77
2000-04-03,104.9,7.113,-0.605,0.116,-1.744,1.0554,-164.4477,1426.94,24.51
2000-04-04,105.16,6.992,-0.605,0.019,-1.722,1.0519,-165.5142,1420.99,23.65
2000-04-05,104.88,6.9955,-0.575,-0.003,-1.686,1.0541,-165.3156,1411.03,23.75
2000-04-06,104.77,7.056,-0.58,0.029,-1.6800000000000002,1.0565,-165.5231,1421.05,23.45
2000-04-07,105.37,7.0335,-0.585,-0.039,-1.666,1.0584,-165.1134,1432.62,22.58
2000-04-10,106.44,6.978,-0.595,-0.078,-1.681,1.0524,-166.5917,1429.58,21.3
2000-04-11,106.92,7.024,-0.59625,0.038,-1.692,1.0583,-167.0127,1417.99,21.83
2000-04-12,105.78,7.038,-0.6,0.113,-1.7309999999999999,1.0464,-168.0098,1402.15,23.12
2000-04-13,105.88,7.018,-0.6,0.085,-1.745,1.0408,-168.9,1384.06,22.79
2000-04-14,104.74,7.041,-0.6,0.073,-1.736,1.02,-168.3668,1329.98,22.41
2000-04-17,104.54,7.028,-0.59,0.231,-1.654,1.0506,-166.1449,1333.9,22.74
2000-04-18,104.74,6.9935,-0.575,0.246,-1.665,1.0592,-162.1604,1360.99,23.05
2000-04-19,104.82,7.025,-0.58,0.18,-1.659,1.0519,-162.0807,1357.04,23.77
2000-04-20,105.77,7.0215,-0.585,0.196,-1.686,1.0525,-160.8767,1362.99,23.83
2000-04-21,105.77,7.0305,-0.57,0.19,-1.701,1.0529,-155.1307,1362.52,
2000-04-24,105.78,7.055,-0.565,0.252,-1.697,1.0488,-154.9828,1363.39,
2000-04-25,106.31,7.14,-0.55,0.315,-1.681,1.0674,-153.2271,1384.11,23.33
2000-04-26,106.27,7.14,-0.54,0.381,-1.7029999999999998,1.059,-153.2002,1379.56,22.98
2000-04-27,106.43,7.257,-0.57,0.475,-1.643,1.0693,-153.3807,1369.97,23.76
2000-04-28,108.18,7.323,-0.545,0.383,-1.677,1.0601,-153.9899,1370.11,23.89
2000-05-01,108.76,7.356,-0.535,0.439,-1.745,1.0643,-155.4183,1379.51,
2000-05-02,108.41,7.341,-0.535,0.381,-1.693,1.0495,-155.305,1378.14,25.08
2000-05-03,109.02,7.433,-0.545,0.474,,1.0497,-155.8431,1348.08,25.0
2000-05-04,108.03,7.482,-0.535,0.511,,1.0476,-154.9917,1345.56,25.15
2000-05-05,108.56,7.5809999999999995,-0.535,0.54,,1.0556,-155.0829,1357.15,25.29
2000-05-08,109.0,7.607,-0.535,0.512,-1.698,1.0562,-154.2893,1348.43,26.08
2000-05-09,109.19,7.575,-0.49,0.391,-1.678,1.0571,-153.9251,1335.83,26.82
2000-05-10,109.53,7.5165,-0.515,0.252,-1.692,1.0501,-153.3657,1317.04,26.42
2000-05-11,108.52,7.524,-0.49,0.389,-1.694,1.0602,-149.8665,1327.87,27.45
2000-05-12,108.47,7.6370000000000005,-0.505,0.38,-1.665,1.0567,-151.5838,1344.75,28.05
2000-05-15,109.3,7.61,-0.51,0.367,-1.67,1.0741,-152.302,1352.21,27.89
2000-05-16,109.66,7.616,-0.5225,0.213,-1.71,1.0703,-153.2994,1369.78,28.1
2000-05-17,109.32,7.666,-0.52,0.443,-1.734,1.076,-152.9084,1345.57,27.89
2000-05-18,108.65,7.661,-0.5,0.645,-1.692,1.0723,-150.6557,1340.34,28.92
2000-05-19,106.98,7.6075,-0.475,0.623,-1.687,1.0703,-148.6218,1314.59,28.59
2000-05-22,107.14,7.579,-0.445,0.569,-1.659,1.0754,-149.14,1302.55,27.43
2000-05-23,106.42,7.6025,-0.475,0.497,-1.6840000000000002,1.0606,-147.895,1295.39,27.5
2000-05-24,107.8,7.5975,-0.47,0.564,-1.6760000000000002,1.0758,-146.9271,1300.42,28.61
2000-05-25,107.35,7.5600000000000005,-0.465,0.541,-1.686,1.0619,-148.0304,1301.02,29.19
2000-05-26,107.15,7.5165,-0.45,0.503,-1.651,1.0582,-146.7694,1302.29,29.22
2000-05-29,107.04,7.527,-0.46,0.52,-1.6360000000000001,1.0536,-148.2925,1307.96,
2000-05-30,106.55,7.6135,-0.5,0.612,-1.661,1.0632,-147.0275,1337.95,28.96
2000-05-31,107.66,7.5375,-0.495,0.653,-1.6320000000000001,1.0648,-148.5443,1334.14,28.31
2000-06-01,108.52,7.4565,-0.5,0.49,-1.6320000000000001,1.0683,-151.1343,1356.12,29.19
2000-06-02,108.03,7.351,-0.54,0.287,-1.651,1.0626,-149.4933,1390.18,29.05
2000-06-05,107.33,7.279,-0.56,0.247,-1.716,1.057,-148.7787,1388.46,28.37
2000-06-06,105.8,7.284,-0.57,0.137,-1.706,1.0487,-147.0419,1390.11,28.59
2000-06-07,105.32,7.354,-0.57,0.251,-1.687,1.0571,-147.1797,1391.89,29.22
2000-06-08,105.84,7.3695,-0.57,0.225,-1.65,1.0551,-146.817,1385.37,29.07
2000-06-09,106.91,7.3575,-0.55,0.219,-1.619,1.0561,-145.5244,1379.61,29.58
2000-06-12,106.85,7.296,-0.55,0.227,-1.6280000000000001,1.0502,-146.2333,1376.86,31.21
2000-06-13,106.93,7.2685,-0.555,0.209,-1.613,1.0594,-147.1121,1387.1,29.85
2000-06-14,106.63,7.182,-0.545,0.229,-1.625,1.0579,-145.9506,1390.05,29.5
2000-06-15,106.46,7.239,-0.535,0.197,-1.6179999999999999,1.0676,-145.8031,1385.13,29.39
2000-06-16,106.41,7.1370000000000005,-0.515,0.142,-1.588,1.0608,-144.9743,1380.48,28.35
2000-06-19,105.91,7.184,-0.545,0.213,-1.587,1.0671,-145.5382,1392.61,27.98
2000-06-20,105.53,7.245,-0.53,0.223,-1.599,1.0585,-146.1832,1394.38,29.02
2000-06-21,105.55,7.289,-0.555,0.317,-1.6099999999999999,1.0637,-147.1324,1390.58,29.33
2000-06-22,104.57,7.269,-0.56,0.278,-1.657,1.0564,-145.7692,1374.65,30.15
2000-06-23,104.75,7.2995,-0.5825,0.341,-1.604,1.0555,-145.9829,1365.73,30.39
2000-06-26,105.66,7.269,-0.61,0.3,-1.611,1.0638,-147.4595,1368.01,29.75
2000-06-27,105.36,7.25,-0.585,0.278,-1.634,1.0591,-148.4073,1369.55,30.24
2000-06-28,105.57,7.231,-0.59,0.304,-1.629,1.0572,-148.0707,1376.13,30.11
2000-06-29,105.32,7.185,-0.62,0.201,-1.607,1.0557,-147.8503,1366.25,30.8
2000-06-30,106.12,7.205,-0.625,0.176,-1.616,1.0558,-148.1918,1377.72,30.57
2000-07-03,105.69,7.147,-0.605,0.094,-1.6219999999999999,1.0581,-149.2262,1388.85,31.1
2000-07-04,106.1,7.11,-0.605,,-1.596,1.0585,-148.2154,1388.26,29.58
2000-07-05,106.96,7.0915,-0.59,0.001,-1.608,1.0509,-148.4922,1376.18,29.38
2000-07-06,107.44,7.148,-0.59,0.034,-1.563,1.0565,-148.7423,1378.76,29.67
2000-07-07,107.91,7.0545,-0.57,-0.031,-1.585,1.0606,-149.3283,1394.35,29.7
2000-07-10,107.01,7.101,-0.59,-0.017,-1.608,1.0571,-148.5434,1395.88,28.85
2000-07-11,107.12,7.0935,-0.625,-0.079,-1.603,1.0607,-148.4049,1396.12,29.22
2000-07-12,108.09,7.125,-0.585,-0.098,-1.571,1.0662,-148.3121,1400.19,28.59
2000-07-13,108.13,7.065,-0.565,-0.172,-1.533,1.0716,-147.4673,1395.93,29.17
2000-07-14,107.72,7.185,-0.55,-0.078,-1.538,1.0751,-148.154,1404.51,29.23
2000-07-17,108.0,7.215,-0.55,0.006,-1.557,1.0744,-149.9161,1405.83,28.56
2000-07-18,108.14,7.204,-0.545,-0.011,-1.533,1.0752,-149.5197,1389.23,29.32
2000-07-19,108.29,7.247,-0.55,-0.028,-1.554,1.0729,-150.1907,1381.31,28.88
2000-07-20,107.67,7.085,-0.555,-0.169,,1.0748,-150.5769,1391.49,28.27
2000-07-21,108.92,7.069,-0.555,-0.118,-1.553,1.0744,-150.7622,1377.75,27.52
2000-07-24,108.78,7.101,-0.55,-0.112,-1.563,1.0692,-150.4557,1369.57,26.92
2000-07-25,109.12,7.074,-0.5425,-0.156,-1.607,1.073,-151.4261,1374.14,26.94
2000-07-26,109.19,7.085,-0.53,-0.145,-1.591,1.0648,-150.7088,1364.08,26.83
2000-07-27,109.16,7.052,-0.525,-0.202,-1.552,1.0708,-149.9167,1353.73,27.15
2000-07-28,109.59,7.098,-0.485,-0.155,-1.5390000000000001,1.0681,-149.3078,1329.38,27.36
2000-07-31,109.43,7.106,-0.495,-0.188,-1.5430000000000001,1.0697,-147.787,1337.65,26.93
2000-08-01,109.33,7.055,-0.53,-0.252,-1.55,1.0705,-149.3753,1343.45,27.14
2000-08-02,108.99,7.058,-0.535,-0.269,-1.546,1.0728,-149.5036,1341.13,27.59
2000-08-03,108.33,7.045,-0.5,-0.271,-1.545,1.0868,-146.5793,1336.49,28.31
2000-08-04,108.65,6.98,-0.505,-0.319,-1.5470000000000002,1.0873,-146.2872,1345.52,29.37
2000-08-07,109.1,6.9865,-0.5,-0.284,-1.567,1.09,-148.517,1357.17,28.52
2000-08-08,108.62,6.9350000000000005,-0.535,-0.343,-1.5779999999999998,1.0933,-147.3832,1356.3,28.9
2000-08-09,107.82,6.95,-0.585,-0.336,-1.571,1.0859,-147.4175,1356.35,29.87
2000-08-10,108.66,6.914,-0.61,-0.498,-1.487,1.0788,-147.1054,1353.64,30.88
2000-08-11,108.53,6.994,-0.63,-0.51,-1.461,1.0842,-148.2342,1357.52,30.57
2000-08-14,109.43,6.97,-0.585,-0.507,-1.452,1.0894,-149.3382,1369.14,29.41
2000-08-15,109.02,6.985,-0.625,-0.455,-1.4849999999999999,1.0828,-149.4296,1370.86,29.51
2000-08-16,108.54,7.005,-0.64,-0.418,-1.464,1.0792,-148.8942,1371.31,29.74
2000-08-17,108.53,7.02,-0.615,-0.445,-1.428,1.0885,-148.049,1374.48,30.16
2000-08-18,108.41,6.968,-0.635,-0.489,-1.464,1.0883,-148.5988,1370.69,30.44
2000-08-21,108.7,6.99,-0.63,-0.48,-1.479,1.0937000000000001,-147.3198,1370.97,30.6
2000-08-22,108.32,6.997,-0.655,-0.504,-1.494,1.0925,-149.2764,1371.26,29.93
2000-08-23,106.96,6.9350000000000005,-0.67,-0.561,-1.5230000000000001,1.0956,-148.0513,1374.6,30.69
2000-08-24,106.85,6.922,-0.67,-0.568,-1.5070000000000001,1.0939,-149.6617,1378.79,30.35
2000-08-25,106.86,6.9399999999999995,-0.705,-0.565,-1.542,1.0889,-150.4433,1383.45,30.39
2000-08-28,106.53,6.949,-0.7175,-0.547,-1.553,1.0907,-151.8169,1388.21,
2000-08-29,106.05,6.9879999999999995,-0.71,-0.501,-1.563,1.0914,-151.4155,1383.41,31.36
2000-08-30,106.44,6.976,-0.705,-0.518,-1.552,1.0929,-151.6253,1374.85,31.98
2000-08-31,106.67,6.904,-0.7,-0.582,-1.549,1.0999,-152.1774,1379.87,31.72
2000-09-01,106.0,6.797,-0.715,-0.582,-1.623,1.09,-149.8637,1395.15,31.85
2000-09-04,105.87,6.835,-0.71,-0.58,-1.603,1.0875,-149.4021,1398.42,32.84
2000-09-05,105.84,6.826,-0.725,-0.549,-1.629,1.0918,-148.9028,1380.38,32.98
2000-09-06,105.89,6.85,-0.72,-0.496,-1.639,1.0937000000000001,-149.8115,1364.4,34.28
2000-09-07,105.17,6.892,-0.69,-0.446,-1.601,1.1003,-149.0805,1365.52,34.55
2000-09-08,106.12,6.851,-0.67,-0.414,-1.5230000000000001,1.104,-150.8093,1353.77,32.78
2000-09-11,106.12,6.8629999999999995,-0.6475,-0.397,-1.5110000000000001,1.1071,-149.7623,1345.15,33.62
2000-09-12,106.83,6.837,-0.655,-0.328,-1.516,1.1089,-150.6125,1336.41,32.68
2000-09-13,107.09,6.7865,-0.655,-0.375,-1.53,1.1117,-151.4407,1335.75,32.0
2000-09-14,107.58,6.8149999999999995,-0.675,-0.355,-1.541,1.1081,-152.4951,1336.42,32.29
2000-09-15,107.12,6.795,-0.69,-0.297,,1.1053,-152.941,1326.19,33.98
2000-09-18,106.9,6.75,-0.66,-0.264,-1.521,1.1044,-153.0655,1307.98,34.46
2000-09-19,106.99,6.781,-0.645,-0.3,-1.509,1.109,-153.4176,1316.4,33.63
2000-09-20,106.53,6.8,-0.6575,-0.254,-1.516,1.1093,-154.0463,1308.38,33.74
2000-09-21,106.63,6.735,-0.655,-0.327,-1.558,1.1121,-153.6459,1303.03,32.73
2000-09-22,107.92,6.751,-0.64,-0.309,-1.517,1.1063,-154.732,1309.53,31.25
2000-09-25,107.77,6.786,-0.67,-0.298,-1.528,1.1002,-153.7927,1308.01,30.24
2000-09-26,107.59,6.759,-0.67,-0.371,-1.556,1.0981,-153.6622,1299.7,30.42
2000-09-27,107.32,6.748,-0.675,-0.372,-1.553,1.0995,-152.8981,1297.53,30.54
2000-09-28,107.63,6.721,-0.685,-0.422,-1.55,1.1111,-152.7413,1312.46,29.26
2000-09-29,108.14,6.715,-0.675,-0.408,-1.514,1.1006,-152.1474,1305.24,29.84
2000-10-02,108.83,6.682,-0.67,-0.386,-1.513,1.0987,-153.4103,1307.24,31.08
2000-10-03,108.87,6.701,-0.68,-0.386,-1.5110000000000001,1.0949,-152.7072,1302.84,31.05
2000-10-04,109.28,6.729,-0.67,-0.366,-1.512,1.0998,-154.9518,1304.13,30.52
2000-10-05,109.11,6.756,-0.665,-0.409,-1.302,1.1,-154.6816,1305.72,29.89
2000-10-06,108.81,6.734,-0.66,-0.435,-1.331,1.0927,-153.5988,1289.48,30.1
2000-10-09,108.85,6.74,-0.645,-0.422,,1.0983,-154.788,1276.51,30.76
2000-10-10,107.75,6.746,-0.65,-0.462,-1.369,1.0926,-153.6374,1269.42,31.85
2000-10-11,107.77,6.7,-0.65,-0.45,-1.355,1.094,-153.0391,1247.31,31.79
2000-10-12,107.7,6.589,-0.65,-0.462,-1.397,1.0842,-154.3182,1226.48,34.59
2000-10-13,107.83,6.646,-0.62,-0.465,-1.388,1.1011,-153.6257,1247.98,32.52
2000-10-16,108.05,6.651,-0.62,-0.508,-1.413,1.1033,-155.0457,1245.87,30.88
2000-10-17,108.02,6.605,-0.63,-0.626,-1.389,1.0993,-155.0457,1228.02,31.13
2000-10-18,107.7,6.616,-0.605,-0.63,-1.369,1.1028,-153.0091,1216.99,31.1
2000-10-19,108.45,6.591,-0.63,-0.652,-1.425,1.1161,-152.9122,1244.27,30.74
2000-10-20,108.85,6.586,-0.625,-0.672,-1.449,1.1153,-153.5535,1252.56,31.62
2000-10-23,108.24,6.563,-0.64,-0.75,-1.4689999999999999,1.1121,-152.6434,1255.08,32.09
2000-10-24,107.75,6.569,-0.635,-0.736,-1.4769999999999999,1.1058,-152.7805,1264.39,31.59
2000-10-25,108.22,6.606,-0.615,-0.687,-1.457,1.1,-150.116,1240.83,31.36
2000-10-26,108.34,6.634,-0.63,-0.669,-1.456,1.102,-151.1078,1238.11,31.96
2000-10-27,108.65,6.659,-0.63,-0.622,-1.463,1.1004,-148.3891,1253.72,30.95
2000-10-30,108.98,6.698,-0.6225,-0.623,-1.431,1.1087,-148.9043,1261.5,31.14
2000-10-31,108.84,6.6434999999999995,-0.63,-0.638,-1.422,1.1149,-150.063,1282.14,30.76
2000-11-01,108.17,6.602,-0.635,-0.625,-1.447,1.1033,-149.5614,1288.21,31.31
2000-11-02,108.22,6.586,-0.62,-0.649,-1.433,1.1044,-148.6156,1293.27,30.78
2000-11-03,107.08,6.642,-0.615,-0.567,,1.101,-146.8942,1295.78,30.85
2000-11-06,107.44,6.682,-0.62,-0.58,-1.43,1.1016,-150.1117,1300.05,31.29
2000-11-07,107.07,6.6899999999999995,-0.64,-0.548,-1.437,1.1022,-149.7348,1299.05,31.68
2000-11-08,107.25,6.649,-0.655,-0.537,-1.433,1.097,-150.7109,1284.65,31.32
2000-11-09,107.44,6.63,-0.65,-0.566,-1.419,1.0984,-149.3608,1274.76,32.16
2000-11-10,107.87,6.587,-0.64,-0.583,-1.424,1.0906,-150.2611,1252.45,32.02
2000-11-13,107.69,6.574,-0.625,-0.599,-1.396,1.0939,-149.7003,1235.31,31.65
2000-11-14,108.17,6.58,-0.64,-0.606,-1.405,1.0987,-149.9595,1258.67,32.15
2000-11-15,108.78,6.604,-0.615,-0.649,-1.404,1.0993,-150.9346,1264.26,33.17
2000-11-16,108.94,6.571,-0.6,-0.669,-1.408,1.0992,-151.4434,1248.52,32.77
2000-11-17,108.77,6.586,-0.61,-0.641,-1.399,1.0996,-151.1881,1243.87,33.08
2000-11-20,109.88,6.5649999999999995,-0.605,-0.667,-1.365,1.0989,-152.9164,1221.84,33.07
2000-11-21,110.07,6.554,-0.6,-0.699,-1.321,1.1026,-153.2,1222.02,33.1
2000-11-22,110.15,6.539,-0.6025,-0.735,-1.313,1.1032,-153.3817,1198.67,33.24
2000-11-23,110.22,6.539,-0.61,-0.692,,1.1011,-153.7445,1200.92,33.28
2000-11-24,111.28,6.549,-0.59,-0.741,-1.267,1.1046,-154.1274,1214.76,33.12
2000-11-27,110.57,6.543,-0.59,-0.689,-1.279,1.0989,-155.5902,1227.6,33.06
2000-11-28,110.17,6.483,-0.59,-0.696,-1.305,1.0971,-155.1203,1217.8,32.19
2000-11-29,111.24,6.401,-0.575,-0.69,-1.272,1.1011,-156.1977,1218.67,32.68
2000-11-30,110.38,6.407,-0.55,-0.734,-1.215,1.093,-156.9876,1203.05,31.88
2000-12-01,111.29,6.365,-0.585,-0.714,-1.23,1.0865,-156.9876,1210.53,30.17
2000-12-04,111.12,6.381,-0.59,-0.611,-1.245,1.0894,-158.2846,1216.2,29.34
2000-12-05,111.16,6.23,-0.58,-0.651,-1.204,1.1028,-156.5969,1248.26,27.79
2000-12-06,110.19,6.155,-0.58,-0.757,-1.229,1.0931,-156.7632,1236.41,28.01
2000-12-07,110.53,6.1370000000000005,-0.5475,-0.789,-1.169,1.0917,-156.5496,1230.66,27.47
2000-12-08,111.04,6.159,-0.585,-0.759,-1.195,1.1,-156.8632,1245.38,26.56
2000-12-11,110.79,6.234,-0.6,-0.7,-1.213,1.0962,-156.6256,1259.1,27.54
2000-12-12,111.44,6.195,-0.585,-0.743,-1.207,1.094,-157.7893,1253.39,27.37
2000-12-13,112.27,6.11,-0.565,-0.789,-1.252,1.0923,-158.3039,1245.03,25.93
2000-12-14,111.91,6.061,-0.56,-0.833,-1.204,1.0875,-157.2111,1233.08,25.53
2000-12-15,112.58,6.024,-0.555,-0.857,-1.192,1.0831,-156.2578,1211.47,25.89
2000-12-18,112.24,5.964,-0.5725,-0.788,-1.23,1.087,-155.7911,1216.82,26.24
2000-12-19,112.41,6.017,-0.55,-0.76,-1.184,1.0812,-154.233,1207.5,25.0
2000-12-20,112.77,5.88,-0.55,-0.748,-1.065,1.0735,-153.9547,1178.16,22.97
2000-12-21,112.27,5.846,-0.5425,-0.436,-0.974,1.081,-151.2134,1179.3,23.61
2000-12-22,112.88,5.774,-0.555,-0.255,-1.01,1.0902,-151.8729,1197.95,23.66
2000-12-25,112.95,5.8085,-0.5425,-0.252,-0.968,1.0866,-154.4011,1201.88,
2000-12-26,113.57,5.843,-0.529,-0.702,-1.043,1.0897000000000001,-156.3725,1206.91,
2000-12-27,114.14,5.873,-0.55,-0.671,-1.159,1.09,-156.48,1219.15,24.04
2000-12-28,114.33,5.917,-0.56,-0.771,-1.246,1.0918,-156.1985,1222.04,23.71
2000-12-29,114.41,5.852,-0.545,-0.783,-1.231,1.0811,-153.9441,1221.25,23.87
2001-01-01,114.36,5.73,-0.54,-0.77,,1.0811,-153.9784,1221.25,
2001-01-02,114.36,5.608,-0.54,-0.989,,1.0677,-153.7895,1201.87,24.3
2001-01-03,113.58,5.648,-0.5,-0.502,,1.0977999999999999,-154.1851,1227.49,25.03
2001-01-04,115.55,5.491,-0.51,-0.329,-1.216,1.0865,-152.2122,1227.17,25.35
2001-01-05,116.53,5.297,-0.505,-0.185,-1.146,1.0717,-152.6429,1211.43,25.18
2001-01-08,116.16,5.276,-0.485,-0.263,,1.0737,-153.0472,1206.86,24.43
2001-01-09,116.88,5.326,-0.47875,-0.286,-1.107,1.0836999999999999,-151.8691,1200.3,24.59
2001-01-10,116.43,5.455,-0.465,-0.202,-1.13,1.0922,-151.405,1202.42,25.34
2001-01-11,117.81,5.425,-0.46,-0.195,-1.174,1.0937000000000001,-152.2439,1213.19,25.61
2001-01-12,118.55,5.568,-0.435,-0.073,-1.154,1.0877,-153.2462,1211.98,25.75
2001-01-15,118.99,5.5645,-0.445,-0.081,-1.168,1.0889,-154.8347,1210.64,26.06
2001-01-16,117.72,5.561,-0.45,-0.123,-1.214,1.0943,-152.892,1212.34,25.52
2001-01-17,118.88,5.494,-0.46,-0.183,-1.215,1.0903,-152.916,1219.39,24.79
2001-01-18,118.14,5.373,-0.45,-0.16,-1.159,1.0926,-153.4217,1233.7,25.62
