date;ibov;petr4;abev3;di
31/07/2009;54766;31.47;4.3;8.61
03/08/2009;55998;32.55;4.4;8.63
04/08/2009;56038;32.12;4.44;8.61
05/08/2009;56384;32.32;4.4;8.61
06/08/2009;55755;31.9;4.42;8.62
07/08/2009;56330;32;4.43;8.62
10/08/2009;56830;32.1;4.47;8.62
11/08/2009;55761;31.22;4.47;8.62
12/08/2009;56588;31.89;4.55;8.62
13/08/2009;57048;32.49;4.59;8.62
14/08/2009;56638;32.35;4.67;8.62
17/08/2009;55218;32;4.67;8.62
18/08/2009;55749;32.32;4.63;8.62
19/08/2009;56156;32.8;4.65;8.63
20/08/2009;56831;33.05;4.67;8.63
21/08/2009;57729;33.63;4.79;8.62
24/08/2009;57775;33.4;4.77;8.62
25/08/2009;57421;33.23;4.79;8.62
26/08/2009;57766;33.17;4.79;8.62
27/08/2009;57704;32.86;4.79;8.62
28/08/2009;57701;32.55;4.87;8.62
31/08/2009;56489;31.38;4.83;8.62
01/09/2009;55815;31.6;4.79;8.62
02/09/2009;55386;32.15;4.72;8.62
03/09/2009;55707;32.19;4.75;8.62
04/09/2009;56652;32.51;4.71;8.62
08/09/2009;57855;32.88;4.77;8.62
09/09/2009;57910;33;4.8;8.63
10/09/2009;58536;33.34;4.78;8.63
11/09/2009;58366;33.14;4.75;8.63
14/09/2009;58868;33.24;4.82;8.63
15/09/2009;59264;33.4;4.87;8.62
16/09/2009;60411;34.35;4.91;8.63
17/09/2009;60236;34.3;4.91;8.62
18/09/2009;60703;34.65;4.93;8.63
21/09/2009;60928;34.6;4.93;8.62
22/09/2009;61493;34.83;4.94;8.63
23/09/2009;60496;34.26;4.94;8.63
24/09/2009;60046;33.8;4.95;8.62
25/09/2009;60356;34.11;4.9;8.62
28/09/2009;61317;34.89;4.97;8.62
29/09/2009;61235;34.77;5;8.59
30/09/2009;61518;35;5.05;8.6
01/10/2009;60459;34.05;5.18;8.62
02/10/2009;61172;34.16;5.14;8.62
05/10/2009;62369;34.45;5.26;8.62
06/10/2009;62671;34.49;5.42;8.62
07/10/2009;62638;34.66;5.35;8.62
08/10/2009;63760;35.45;5.39;8.61
09/10/2009;64071;35.64;5.45;8.61
13/10/2009;64646;35.82;5.49;8.61
14/10/2009;66201;36.15;5.53;8.61
15/10/2009;66703;36.6;5.55;8.61
16/10/2009;66200;36.4;5.57;8.62
19/10/2009;67239;37.36;5.66;8.62
20/10/2009;65303;36.5;5.62;8.62
21/10/2009;65486;36.7;5.55;8.62
22/10/2009;66135;37;5.59;8.62
23/10/2009;65059;36.5;5.56;8.62
26/10/2009;65086;36.7;5.55;8.62
27/10/2009;63161;35.95;5.43;8.62
28/10/2009;60162;34.24;5.27;8.61
29/10/2009;63721;36.06;5.58;8.62
30/10/2009;61546;35.04;5.36;8.62
03/11/2009;62643;35.55;5.37;8.63
04/11/2009;63913;35.7;5.45;8.63
05/11/2009;64816;36.4;5.57;8.63
06/11/2009;64466;36.05;5.55;8.63
09/11/2009;66214;37.08;5.63;8.63
10/11/2009;66303;37.41;5.71;8.63
11/11/2009;66431;37.6;5.91;8.64
12/11/2009;64448;36.85;5.6;8.63
13/11/2009;65326;37.13;5.61;8.63
16/11/2009;66627;37.38;5.84;8.63
17/11/2009;67406;38.4;5.83;8.62
18/11/2009;66516;38.2;5.84;8.62
19/11/2009;66327;38.5;5.75;8.62
23/11/2009;66809;38.85;5.73;8.61
24/11/2009;67317;39.15;5.75;8.64
25/11/2009;67917;39.45;5.73;8.65
26/11/2009;66392;38.45;5.65;8.65
27/11/2009;67082;38.9;5.71;8.6
30/11/2009;67044;38.8;5.71;8.62
01/12/2009;68546;39.79;5.75;8.6
02/12/2009;68615;39.41;5.75;8.63
03/12/2009;68315;39.3;5.66;8.63
04/12/2009;67604;38.4;5.51;8.62
07/12/2009;68512;38.4;5.71;8.56
08/12/2009;67729;37.59;5.67;8.61
09/12/2009;68012;37.59;5.68;8.63
10/12/2009;68728;37.76;5.59;8.62
11/12/2009;69267;37.8;5.63;8.62
14/12/2009;69349;37.9;5.68;8.62
15/12/2009;69311;38;5.73;8.63
16/12/2009;68622;37.86;5.73;8.63
17/12/2009;67068;36.87;5.75;8.63
18/12/2009;66794;36.58;5.76;8.63
21/12/2009;65925;35.2;5.77;8.64
22/12/2009;67418;36.34;5.91;8.62
23/12/2009;67589;36.7;5.8;8.61
24/12/2009;NA;NA;5.8;8.61
28/12/2009;67902;36.75;5.83;8.62
29/12/2009;68296;NA;5.99;8.62
30/12/2009;68588;36.69;NA;8.55
04/01/2010;70045;37.32;6.11;8.61
05/01/2010;70240;37;6.15;8.61
06/01/2010;70729;37.5;6.21;8.61
07/01/2010;70451;37.15;6.24;8.62
08/01/2010;70263;36.95;6.23;8.62
11/01/2010;70433;36.83;6.15;8.62
12/01/2010;70076;36.36;6.19;8.62
13/01/2010;70385;36.3;6.27;8.62
14/01/2010;69801;35.67;6.36;8.62
15/01/2010;68978;35.75;6.35;8.61
18/01/2010;69401;36.55;6.35;8.61
19/01/2010;69909;36.38;6.36;8.61
20/01/2010;68200;35.45;6.22;8.62
21/01/2010;66270;34.33;6.27;8.62
22/01/2010;66220;34.75;6.35;8.62
26/01/2010;65524;33.9;6.24;8.62
27/01/2010;65070;34.11;6.17;8.62
28/01/2010;65588;34.61;6.18;8.62
29/01/2010;65402;34.17;5.99;8.63
01/02/2010;66572;34.3;6.05;8.63
02/02/2010;67163;34.1;6.2;8.62
03/02/2010;67109;34.04;6.29;8.61
04/02/2010;63934;32.3;6.03;8.62
05/02/2010;62763;31.52;5.81;8.62
08/02/2010;63153;31.74;5.75;8.62
09/02/2010;64718;32.24;5.74;8.62
10/02/2010;65051;32.64;5.77;8.62
11/02/2010;66129;33.36;5.91;8.62
12/02/2010;65855;33.8;5.88;8.62
17/02/2010;67285;34.25;6.17;8.62
18/02/2010;67836;34.69;6.12;8.63
19/02/2010;67597;34.35;6.15;8.63
22/02/2010;67184;34.65;6.12;8.63
23/02/2010;66108;34.19;5.95;8.63
24/02/2010;65795;33.94;5.95;8.62
25/02/2010;66121;34.38;6.01;8.62
26/02/2010;66503;34.61;5.96;8.62
01/03/2010;67228;34.93;6.03;8.61
02/03/2010;67779;35.12;5.99;8.62
03/03/2010;67641;35.15;6.01;8.62
04/03/2010;67815;35.2;5.95;8.61
05/03/2010;68847;35.81;5.87;8.61
08/03/2010;68575;35.7;5.9;8.63
09/03/2010;69576;36.5;5.85;8.63
10/03/2010;69979;37;5.89;8.63
11/03/2010;69885;37.05;5.91;8.62
12/03/2010;69341;37.06;5.87;8.61
15/03/2010;69024;36.77;5.86;8.62
16/03/2010;69942;37.21;5.88;8.61
17/03/2010;69723;37.15;5.89;8.62
18/03/2010;69697;37.02;5.91;8.61
19/03/2010;68829;36.23;5.67;8.62
22/03/2010;69042;36.24;5.69;8.62
23/03/2010;69387;35.82;5.67;8.62
24/03/2010;68913;36.09;5.62;8.62
25/03/2010;68442;35.2;5.69;8.61
26/03/2010;68683;34.5;5.67;8.6
29/03/2010;69939;34.9;5.63;8.56
30/03/2010;69960;34.8;5.68;8.59
31/03/2010;70372;35.39;5.52;8.61
01/04/2010;71136;35.75;5.52;8.58
05/04/2010;71290;36.01;5.63;8.61
06/04/2010;71096;36.08;5.59;8.62
07/04/2010;70793;35.8;5.64;8.63
08/04/2010;71785;35.81;5.61;8.62
09/04/2010;71417;35.23;5.65;8.62
12/04/2010;70614;34.39;5.69;8.63
13/04/2010;70792;34.19;5.75;8.62
14/04/2010;71035;34.25;5.8;8.61
15/04/2010;70524;33.6;5.9;8.62
16/04/2010;69421;32.95;5.83;8.63
19/04/2010;69098;33.55;5.79;8.63
20/04/2010;69318;34.3;5.79;8.63
22/04/2010;69386;33.86;5.87;8.62
23/04/2010;69509;34;5.99;8.62
26/04/2010;68872;33.31;6.09;8.62
27/04/2010;66511;32.1;5.81;8.63
28/04/2010;66656;32.39;5.71;8.62
29/04/2010;67978;33.02;5.83;9.38
30/04/2010;67530;32.8;5.88;9.38
03/05/2010;67119;31.5;5.72;9.41
04/05/2010;64869;30.44;5.83;9.41
05/05/2010;64914;30.21;5.87;9.41
06/05/2010;63414;29.81;5.9;9.39
07/05/2010;62871;29.75;5.95;9.39
10/05/2010;65453;30.15;5.98;9.38
11/05/2010;64425;29.62;5.99;9.37
12/05/2010;65224;29.9;6.03;9.38
13/05/2010;64788;30;5.99;9.38
14/05/2010;63412;30.09;5.95;9.38
17/05/2010;62866;29.85;6.03;9.38
18/05/2010;60841;29.22;5.95;9.37
19/05/2010;59689;28.55;5.91;9.37
20/05/2010;58192;27.43;5.77;9.37
21/05/2010;60259;27.58;5.75;9.37
24/05/2010;59915;27.15;5.91;9.38
25/05/2010;59184;26.55;5.87;9.38
26/05/2010;60190;27.05;5.59;9.38
27/05/2010;62092;27.81;5.92;9.37
28/05/2010;61947;NA;5.95;9.38
31/05/2010;63047;29.6;5.89;9.37
01/06/2010;61841;28.65;5.93;9.4
02/06/2010;62943;29.1;6.09;9.4
04/06/2010;61676;29.25;6.15;9.39
07/06/2010;61183;29.52;6.2;9.4
08/06/2010;61856;29.66;6.15;9.39
09/06/2010;61479;29.55;6.21;9.38
10/06/2010;63049;29.9;6.24;10.12
11/06/2010;63605;29.62;6.21;10.08
14/06/2010;63533;29.05;6.23;10.11
15/06/2010;64442;29;6.35;10.13
16/06/2010;64751;29.65;6.39;10.12
17/06/2010;64541;29.52;6.43;10.12
18/06/2010;64438;29.49;6.42;10.13
21/06/2010;64829;29.4;6.45;10.13
22/06/2010;64811;29.11;6.57;10.13
23/06/2010;65160;28.5;6.48;10.13
24/06/2010;63937;27.49;6.35;10.13
25/06/2010;64824;27.91;6.39;10.13
28/06/2010;64225;27.42;6.59;10.13
29/06/2010;61978;26.83;6.36;10.13
30/06/2010;60936;26.86;6.23;10.12
01/07/2010;61236;26.45;6.14;10.14
02/07/2010;61430;26.77;6.19;10.14
05/07/2010;60865;26.54;6.11;10.14
06/07/2010;62065;27.05;6.26;10.14
07/07/2010;63284;27.4;6.3;10.14
08/07/2010;63476;27.58;6.4;10.14
12/07/2010;62960;27.23;6.31;10.14
13/07/2010;63686;27.3;6.35;10.14
14/07/2010;63479;27.3;6.38;10.13
15/07/2010;63489;27.11;6.39;10.14
16/07/2010;62339;26.84;6.43;10.14
19/07/2010;63297;26.95;6.54;10.13
20/07/2010;64463;27.65;6.54;10.14
21/07/2010;64477;27.5;6.47;10.14
22/07/2010;65748;27.98;6.61;10.64
23/07/2010;66323;27.79;6.51;10.64
26/07/2010;66443;27.9;6.47;10.64
27/07/2010;66674;27.98;6.5;10.63
28/07/2010;66808;27.8;6.52;10.63
29/07/2010;66954;27.74;6.51;10.63
30/07/2010;67515;27.85;6.52;10.63
02/08/2010;68517;28.44;6.56;10.65
03/08/2010;67997;29.08;6.51;10.64
04/08/2010;68272;29.34;6.49;10.64
05/08/2010;68412;29.43;6.43;10.64
06/08/2010;68095;29.09;6.39;10.64
09/08/2010;67862;28.83;6.38;10.64
10/08/2010;67223;28.41;6.35;10.64
11/08/2010;65790;27.5;6.28;10.64
12/08/2010;65966;27.53;6.32;10.64
13/08/2010;66264;27.66;6.27;10.64
16/08/2010;66702;27.61;6.41;10.64
17/08/2010;67584;28.3;6.55;10.64
18/08/2010;67638;27.68;6.55;10.63
19/08/2010;66887;26.78;6.61;10.63
20/08/2010;66677;26.78;6.61;10.63
23/08/2010;65982;26.66;6.52;10.63
24/08/2010;65156;26.14;6.47;10.63
25/08/2010;64803;26.08;6.4;10.64
26/08/2010;63867;25.7;6.39;10.63
27/08/2010;65585;26.56;6.51;10.64
30/08/2010;64261;25.45;6.51;10.61
31/08/2010;65145;26.06;6.67;10.63
01/09/2010;67073;27.03;6.7;10.63
02/09/2010;66808;27.6;6.59;10.63
03/09/2010;66679;28.8;6.63;10.62
06/09/2010;66747;29.09;6.57;10.61
08/09/2010;66407;27.83;6.71;10.62
09/09/2010;66624;27.41;6.71;10.64
10/09/2010;66807;27.52;6.63;10.63
13/09/2010;68031;28.3;6.79;10.62
14/09/2010;67692;26.85;6.87;10.62
15/09/2010;68107;26.45;7.04;10.58
16/09/2010;67663;26.36;7.05;10.6
17/09/2010;67089;26.44;6.96;10.62
20/09/2010;68190;27.1;7.04;10.62
21/09/2010;67719;26.35;6.87;10.62
22/09/2010;68325;25.98;6.93;10.62
23/09/2010;68794;26.8;7;10.63
24/09/2010;68196;26.3;6.92;10.63
27/09/2010;68816;26.5;7.01;10.63
28/09/2010;69228;26.7;7.05;10.62
29/09/2010;69228;27.5;7.1;10.6
30/09/2010;69430;27.29;6.91;10.61
01/10/2010;70229;27.5;7.19;10.64
04/10/2010;70385;27.38;7.23;10.64
05/10/2010;71283;26.98;7.37;10.64
06/10/2010;70541;25.86;7.35;10.64
07/10/2010;69918;25.3;7.4;10.64
08/10/2010;70809;26;7.56;10.64
11/10/2010;70946;25.85;7.53;10.64
13/10/2010;71675;25.71;7.77;10.64
14/10/2010;71692;26.44;7.79;10.63
15/10/2010;71830;26.29;7.81;10.64
18/10/2010;71736;26.4;7.89;10.64
19/10/2010;69864;25.28;7.79;10.64
20/10/2010;70405;24.99;7.83;10.64
21/10/2010;69652;24.16;7.91;10.64
22/10/2010;69530;24.21;8.15;10.64
25/10/2010;69580;24.57;7.99;10.64
26/10/2010;70740;25.85;7.79;10.64
27/10/2010;70569;26.19;7.59;10.64
28/10/2010;70320;26.26;7.59;10.64
29/10/2010;70673;25.85;7.72;10.64
01/11/2010;71561;26.49;7.9;10.64
03/11/2010;71905;27;7.77;10.64
04/11/2010;72996;27.5;7.84;10.64
05/11/2010;72607;27.25;7.89;10.64
08/11/2010;72657;27.53;7.97;10.64
09/11/2010;71679;27.12;7.79;10.64
10/11/2010;71638;27.13;7.7;10.63
11/11/2010;71195;26.72;7.68;10.63
12/11/2010;70367;25.85;7.69;10.64
16/11/2010;69192;25.4;7.71;10.64
17/11/2010;69709;25.45;7.93;10.64
18/11/2010;70781;25.9;8.15;10.64
19/11/2010;70898;25.7;8.26;10.64
22/11/2010;69633;25.06;8.38;10.64
23/11/2010;67953;24.65;8.19;10.64
24/11/2010;69629;25.24;8.2;10.64
25/11/2010;69362;24.85;8.23;10.64
26/11/2010;68226;24.6;8.19;10.64
29/11/2010;67908;24.7;8;10.64
30/11/2010;67705;24.59;7.95;10.64
01/12/2010;69346;25.26;7.91;10.64
02/12/2010;69527;25.4;7.96;10.64
03/12/2010;69766;25.7;8.09;10.64
06/12/2010;69552;25.86;8.1;10.64
07/12/2010;69338;25.35;7.99;10.64
08/12/2010;68175;25;8.07;10.64
09/12/2010;67879;25.4;7.99;10.64
10/12/2010;68342;25.7;8.1;10.65
13/12/2010;69126;25.91;8.11;10.64
14/12/2010;68743;25.83;8.11;10.64
15/12/2010;67870;25.37;8.23;10.64
16/12/2010;67306;25.35;8.27;10.64
17/12/2010;67981;25.94;8.27;10.64
20/12/2010;67264;25.57;8.35;10.64
21/12/2010;68215;25.77;8.52;10.64
22/12/2010;68471;25.72;8.55;10.64
23/12/2010;68486;25.75;8.66;10.64
27/12/2010;67803;26.05;8.59;10.64
28/12/2010;68041;26.66;8.59;10.64
29/12/2010;68952;26.97;8.64;10.64
30/12/2010;69305;27.29;8.67;10.64
03/01/2011;69962;27;8.69;10.64
04/01/2011;70318;26.9;8.69;10.64
05/01/2011;71091;27.22;8.53;10.64
06/01/2011;70579;27.11;8.45;10.64
07/01/2011;70057;26.73;8.42;10.64
10/01/2011;70127;26.98;8.39;10.64
11/01/2011;70423;27.15;8.4;10.64
12/01/2011;71633;27.9;8.14;10.64
13/01/2011;70721;27.31;8.07;10.64
14/01/2011;70940;27.55;7.93;10.64
17/01/2011;70609;27.45;8.12;10.64
18/01/2011;70920;27.72;7.79;10.64
19/01/2011;70058;27.3;7.84;10.64
20/01/2011;69562;27.27;7.79;11.14
21/01/2011;69133;27.05;7.59;11.14
24/01/2011;69427;27;7.73;11.14
26/01/2011;68709;26.83;7.87;11.14
27/01/2011;68051;26.87;7.83;11.14
28/01/2011;66698;26.67;7.58;11.14
31/01/2011;66575;27.09;7.59;11.14
01/02/2011;67847;27.64;7.48;11.14
02/02/2011;66688;27.8;7.52;11.14
03/02/2011;66765;28.03;7.41;11.14
04/02/2011;65269;27.62;7.34;11.14
07/02/2011;65362;27.22;7.41;11.14
08/02/2011;65771;26.88;7.5;11.14
09/02/2011;64218;NA;7.32;11.14
10/02/2011;64578;NA;7.13;11.15
11/02/2011;65756;26.4;7.44;11.14
14/02/2011;66558;26.75;7.47;11.15
15/02/2011;66341;26.97;7.52;11.15
16/02/2011;67571;27.31;7.71;11.15
17/02/2011;67685;27.25;7.77;11.15
18/02/2011;68067;27.37;7.86;11.16
21/02/2011;67259;27.4;7.79;11.16
22/02/2011;66440;27.77;7.53;11.16
23/02/2011;66910;28.71;7.39;11.16
24/02/2011;66949;NA;NA;11.16
25/02/2011;66903;28.6;7.29;11.16
28/02/2011;67383;28.58;7.48;11.15
01/03/2011;66243;28.29;7.62;11.16
02/03/2011;67282;28.9;7.89;11.16
03/03/2011;68146;28.96;7.81;11.64
04/03/2011;68012;29.08;7.49;11.64
09/03/2011;67264;NA;NA;11.64
10/03/2011;66041;28.12;7.49;11.64
11/03/2011;66685;28.17;7.59;11.64
14/03/2011;67169;28.28;7.54;11.64
15/03/2011;67005;28.04;7.53;11.65
16/03/2011;66003;27.78;7.41;11.65
17/03/2011;66216;28.08;7.35;11.64
18/03/2011;66880;27.9;7.45;11.65
21/03/2011;66690;28.13;7.44;11.64
22/03/2011;67578;28.13;7.57;11.64
23/03/2011;67796;NA;7.71;11.65
24/03/2011;67533;28.43;7.55;11.65
25/03/2011;67766;28.43;7.61;11.65
28/03/2011;67193;28.35;7.51;11.66
29/03/2011;67419;28.35;7.55;11.66
30/03/2011;67997;28.35;7.67;11.66
31/03/2011;68587;28.37;7.75;11.66
01/04/2011;69268;NA;7.99;11.67
04/04/2011;69704;28.61;7.87;11.66
05/04/2011;69838;28.61;NA;11.65
06/04/2011;69037;28.37;7.85;11.64
07/04/2011;69176;28;7.77;11.65
08/04/2011;68718;28.01;7.71;11.64
11/04/2011;68164;27.49;7.77;11.64
12/04/2011;66896;26.65;7.69;11.63
13/04/2011;66486;26.15;7.69;11.65
14/04/2011;66279;25.98;7.86;11.66
15/04/2011;66684;26.53;7.94;11.66
18/04/2011;65415;NA;7.96;11.69
19/04/2011;66158;25.73;8.09;11.66
20/04/2011;67058;26.29;8.11;11.64
25/04/2011;66972;26.18;8.17;11.88
26/04/2011;67144;26.2;8.35;11.89
27/04/2011;66264;25.74;8.31;11.89
28/04/2011;65673;25.45;8.33;11.89
29/04/2011;66133;25.6;8.43;11.91
02/05/2011;65463;25.73;8.55;11.9
03/05/2011;64318;25.45;8.43;11.9
04/05/2011;63616;25.32;8.35;11.9
05/05/2011;63407;24.47;8.62;11.9
06/05/2011;64417;24.21;8.81;11.9
09/05/2011;64622;24.25;9.39;11.89
10/05/2011;64877;24.6;NA;11.89
11/05/2011;63776;NA;8.51;11.88
12/05/2011;64003;NA;8.49;11.87
13/05/2011;63235;NA;8.38;11.87
16/05/2011;62830;NA;NA;11.86
17/05/2011;63673;NA;8.46;11.88
18/05/2011;62841;NA;8.36;11.88
19/05/2011;62367;23.64;8.35;11.88
20/05/2011;62597;23.99;8.26;11.9
23/05/2011;62345;23.6;8.27;11.9
24/05/2011;63337;23.85;8.25;11.89
25/05/2011;63388;23.9;8.19;11.89
26/05/2011;64099;24.2;8.19;11.88
27/05/2011;64295;24.29;8.23;11.89
30/05/2011;63954;24.08;8.19;11.88
31/05/2011;64620;24.09;8.22;11.85
01/06/2011;63411;24;8.06;11.91
02/06/2011;64218;23.95;8.17;11.89
03/06/2011;64341;23.78;8.32;11.89
06/06/2011;63068;23.2;8.25;11.91
07/06/2011;63218;23;8.32;11.89
08/06/2011;63033;23.2;8.29;11.88
09/06/2011;63469;23.7;8.39;12.07
10/06/2011;62697;23.72;8.27;12.09
13/06/2011;62023;23.33;8.19;12.07
14/06/2011;62205;23.6;8.36;12.06
15/06/2011;61604;23.3;8.31;12.13
16/06/2011;60881;23.29;8.07;12.13
17/06/2011;61060;23.24;8.19;12.13
20/06/2011;61168;23.1;8.29;12.12
21/06/2011;61424;23.24;8.46;12.14
22/06/2011;61194;23.26;8.37;12.13
24/06/2011;61017;22.87;8.39;12.12
27/06/2011;61217;23.08;8.42;12.12
28/06/2011;62303;23.45;8.56;12.11
29/06/2011;62334;23.38;8.65;12.12
30/06/2011;62404;23.72;8.59;12.15
01/07/2011;63394;23.75;8.59;12.15
04/07/2011;63891;23.8;8.63;12.15
05/07/2011;63039;23.56;8.69;12.16
06/07/2011;62565;23.51;8.73;12.15
07/07/2011;62207;23.63;8.66;12.15
08/07/2011;61513;23.44;8.51;12.15
11/07/2011;60224;23.15;8.37;12.15
12/07/2011;59705;23.12;8.19;12.15
13/07/2011;60670;23.39;8.21;12.16
14/07/2011;59679;22.95;8.19;12.16
15/07/2011;59478;22.99;8.09;12.16
18/07/2011;58838;22.76;8.19;12.16
19/07/2011;59082;22.65;8.19;12.15
20/07/2011;59120;22.38;8.14;12.15
21/07/2011;60263;23;8.12;12.4
22/07/2011;60270;22.97;8.13;12.4
25/07/2011;59971;24.1;7.97;12.41
26/07/2011;59340;23.66;7.75;12.4
27/07/2011;58288;23.59;7.66;12.4
28/07/2011;58708;23.5;7.81;12.4
29/07/2011;58823;NA;7.55;12.4
01/08/2011;58536;NA;7.55;12.41
02/08/2011;57311;NA;7.69;12.4
03/08/2011;56017;NA;7.61;12.4
04/08/2011;52811;NA;7.43;12.4
05/08/2011;52949;NA;7.55;12.4
08/08/2011;48668;NA;7.39;12.4
09/08/2011;51151;NA;7.45;12.4
10/08/2011;51395;NA;7.46;12.4
11/08/2011;53343;NA;7.85;12.4
12/08/2011;53473;NA;7.97;12.4
15/08/2011;54652;NA;8.28;12.4
16/08/2011;54324;NA;8.35;12.4
17/08/2011;55073;20.87;8.35;12.4
18/08/2011;53134;20.3;8.31;12.39
19/08/2011;52448;19.7;8.39;12.4
22/08/2011;52440;19.65;8.44;12.39
23/08/2011;53787;20.16;8.59;12.4
24/08/2011;53796;20.23;8.67;12.4
25/08/2011;52953;19.86;8.64;12.39
26/08/2011;53351;19.9;8.47;12.39
29/08/2011;54861;20.49;8.67;12.39
30/08/2011;55385;20.55;8.8;12.39
31/08/2011;56495;20.8;9.09;12.39
01/09/2011;58118;21.04;9.12;11.88
02/09/2011;56532;20.37;8.99;11.88
05/09/2011;54998;20.03;8.79;11.88
06/09/2011;56607;20.47;8.79;11.88
08/09/2011;57624;20.66;8.79;11.88
09/09/2011;55778;20.15;8.79;11.88
12/09/2011;55685;20.34;8.85;11.88
13/09/2011;55544;20.32;8.89;11.88
14/09/2011;56286;20.52;8.98;11.88
15/09/2011;56381;20.55;9;11.88
16/09/2011;57210;20.65;9.15;11.88
19/09/2011;57103;20.8;9.21;11.87
20/09/2011;56379;20.6;9.25;11.87
21/09/2011;55982;20.6;9.24;11.88
22/09/2011;53280;19.5;9;11.88
23/09/2011;53230;19.16;9.05;11.88
26/09/2011;53748;19.78;NA;11.88
27/09/2011;53920;19.55;8.93;11.88
28/09/2011;53270;19.35;9.07;11.88
29/09/2011;53385;19.4;9.09;11.88
30/09/2011;52324;19.1;9.19;11.88
03/10/2011;50792;18.41;8.98;11.89
04/10/2011;50686;18.55;8.89;11.88
05/10/2011;51014;18.21;9.07;11.88
06/10/2011;52290;18.85;9.01;11.88
07/10/2011;51244;18.3;9.04;11.88
10/10/2011;53273;18.91;9.14;11.88
11/10/2011;53838;19.16;9.17;11.88
13/10/2011;54601;19.39;9.18;11.87
14/10/2011;55030;19.64;9.13;11.87
17/10/2011;53911;19.3;9.11;11.87
18/10/2011;55032;19.3;9.39;11.87
19/10/2011;54966;19.23;9.47;11.88
20/10/2011;54010;18.82;9.43;11.39
21/10/2011;55255;19.27;9.43;11.39
24/10/2011;56892;NA;9.42;11.39
25/10/2011;56286;NA;NA;11.39
26/10/2011;57144;NA;9.4;11.39
27/10/2011;59270;NA;9.27;11.39
28/10/2011;59513;20.94;9.25;11.39
31/10/2011;58338;21.58;9.27;11.39
01/11/2011;57323;21.13;9.4;11.39
03/11/2011;58196;21.92;9.39;11.4
04/11/2011;58670;22.1;9.37;11.39
07/11/2011;59199;22.68;9.37;11.42
08/11/2011;59026;22.41;9.27;11.39
09/11/2011;57550;21.46;9.39;11.38
10/11/2011;57322;NA;9.36;11.37
11/11/2011;58547;21.96;9.46;11.37
14/11/2011;58258;21.92;9.4;11.35
16/11/2011;58560;22.11;9.56;11.36
17/11/2011;56989;21.52;9.43;11.36
18/11/2011;56731;21.75;9.41;11.37
21/11/2011;56285;21.8;9.39;11.38
22/11/2011;55878;21.68;9.39;11.38
23/11/2011;54972;21.57;9.59;11.38
24/11/2011;55280;21.67;9.59;11.38
25/11/2011;54894;21.01;9.5;11.36
28/11/2011;56017;21.5;9.54;11.35
29/11/2011;55300;21.41;9.66;11.34
30/11/2011;56875;22.05;9.91;11.36
01/12/2011;58143;22.52;10.02;10.87
02/12/2011;57886;22.53;9.99;10.88
05/12/2011;58910;22.97;9.96;10.89
06/12/2011;59536;23.32;10.17;10.88
07/12/2011;58663;23.29;10.33;10.87
08/12/2011;57455;22.52;10.33;10.85
09/12/2011;58236;23.02;10.37;10.83
12/12/2011;57347;NA;10.35;10.82
13/12/2011;57495;22.42;10.49;10.83
14/12/2011;56647;21.82;10.49;10.86
15/12/2011;56331;21.51;10.65;10.87
16/12/2011;56097;21.3;10.61;10.88
19/12/2011;55298;21.12;10.71;10.89
20/12/2011;56865;22.1;10.79;10.9
21/12/2011;56653;21.92;10.7;10.89
22/12/2011;57348;22.15;10.65;10.88
23/12/2011;57701;22.22;10.79;10.88
26/12/2011;57669;22.17;10.71;10.85
27/12/2011;58005;22.2;10.81;10.86
28/12/2011;56534;21.43;10.79;10.85
29/12/2011;56754;21.49;10.91;10.87
02/01/2012;NA;21.73;10.87;10.89
03/01/2012;59265;22.41;10.75;10.88
04/01/2012;59365;22.57;10.5;10.88
05/01/2012;58546;22.31;10.29;10.85
06/01/2012;58600;22.33;10.26;10.86
09/01/2012;59083;22.63;10.24;10.82
10/01/2012;59806;22.9;10.19;10.83
11/01/2012;59962;22.91;10.19;10.82
12/01/2012;59921;23.08;10.24;10.81
13/01/2012;59147;23.05;10.25;10.82
16/01/2012;59956;23.65;10.37;10.82
17/01/2012;60646;NA;10.44;10.81
18/01/2012;61723;24.37;10.55;10.8
19/01/2012;61927;24.21;10.5;10.31
20/01/2012;62312;24.22;10.53;10.32
23/01/2012;62386;25.13;10.39;10.32
24/01/2012;62486;25.4;10.53;10.33
26/01/2012;62953;24.92;10.49;10.31
27/01/2012;62904;24.67;10.34;10.3
30/01/2012;62770;24.57;10.35;10.3
31/01/2012;63072;24.57;10.39;10.31
01/02/2012;64567;24.95;10.53;10.3
02/02/2012;64593;24.53;10.55;10.3
03/02/2012;65217;24.61;10.71;10.32
06/02/2012;65224;24.86;10.54;10.3
07/02/2012;65917;25.6;10.43;10.3
08/02/2012;65831;25.43;10.39;10.29
09/02/2012;65530;25.5;10.47;10.3
10/02/2012;63998;23.5;10.42;10.3
13/02/2012;65692;NA;10.6;10.28
14/02/2012;65039;23.21;10.62;10.29
15/02/2012;65368;23.1;10.65;10.29
16/02/2012;66142;23.88;10.87;10.28
17/02/2012;66204;24.05;11.14;10.32
23/02/2012;65820;23.92;11.01;10.29
24/02/2012;65943;24.48;11.29;10.31
27/02/2012;65241;24.35;11.39;10.31
28/02/2012;65959;24.33;11.47;10.28
29/02/2012;65812;24.31;11.62;10.27
