date,number of interactions,number of interactions avg7
2020-08-13,91,68.0
2020-08-14,105,73.85714285714286
2020-08-15,9,72.14285714285714
2020-08-16,68,79.28571428571429
2020-08-17,78,84.0
2020-08-18,53,78.28571428571429
2020-08-19,116,74.28571428571429
2020-08-20,128,79.57142857142857
2020-08-21,73,75.0
2020-08-22,14,75.71428571428571
2020-08-23,21,69.0
2020-08-24,38,63.285714285714285
2020-08-25,56,63.714285714285715
2020-08-26,116,63.714285714285715
2020-08-27,109,61.0
2020-08-28,64,59.714285714285715
2020-08-29,20,60.57142857142857
2020-08-30,30,61.857142857142854
2020-08-31,46,63.0
2020-09-01,60,63.57142857142857
2020-09-02,81,58.57142857142857
2020-09-03,79,54.285714285714285
2020-09-04,53,52.714285714285715
2020-09-05,2,50.142857142857146
2020-09-06,6,46.714285714285715
2020-09-07,23,43.42857142857143
2020-09-08,50,42.0
2020-09-09,30,34.714285714285715
2020-09-10,53,31.0
2020-09-11,47,30.142857142857142
2020-09-12,1,30.0
2020-09-13,26,32.857142857142854
2020-09-14,54,37.285714285714285
2020-09-15,91,43.142857142857146
2020-09-16,57,47.0
2020-09-17,43,45.57142857142857
2020-09-18,44,45.142857142857146
2020-09-19,6,45.857142857142854
2020-09-20,22,45.285714285714285
2020-09-21,31,42.0
2020-09-22,37,34.285714285714285
2020-09-23,56,34.142857142857146
2020-09-24,57,36.142857142857146
2020-09-25,62,38.714285714285715
2020-09-26,9,39.142857142857146
2020-09-27,18,38.57142857142857
2020-09-28,125,52.0
2020-09-29,102,61.285714285714285
2020-09-30,124,71.0
2020-10-01,131,81.57142857142857
2020-10-02,160,95.57142857142857
2020-10-03,11,95.85714285714286
2020-10-04,23,96.57142857142857
2020-10-05,77,89.71428571428571
2020-10-06,50,82.28571428571429
2020-10-07,99,78.71428571428571
2020-10-08,57,68.14285714285714
2020-10-09,134,64.42857142857143
2020-10-10,13,64.71428571428571
2020-10-11,9,62.714285714285715
2020-10-12,24,55.142857142857146
2020-10-13,63,57.0
2020-10-14,58,51.142857142857146
2020-10-15,76,53.857142857142854
2020-10-16,51,42.0
2020-10-17,5,40.857142857142854
2020-10-18,43,45.714285714285715
2020-10-19,47,49.0
2020-10-20,51,47.285714285714285
2020-10-21,68,48.714285714285715
2020-10-22,54,45.57142857142857
2020-10-23,92,51.42857142857143
2020-10-24,14,52.714285714285715
2020-10-25,37,51.857142857142854
2020-10-26,48,52.0
2020-10-27,94,58.142857142857146
2020-10-28,53,56.0
2020-10-29,91,61.285714285714285
2020-10-30,51,55.42857142857143
2020-10-31,9,54.714285714285715
2020-11-01,6,50.285714285714285
2020-11-02,26,47.142857142857146
2020-11-03,62,42.57142857142857
2020-11-04,151,56.57142857142857
2020-11-05,97,57.42857142857143
2020-11-06,88,62.714285714285715
2020-11-07,10,62.857142857142854
2020-11-08,15,64.14285714285714
2020-11-09,39,66.0
2020-11-10,82,68.85714285714286
2020-11-11,99,61.42857142857143
2020-11-12,114,63.857142857142854
2020-11-13,56,59.285714285714285
2020-11-14,13,59.714285714285715
2020-11-15,32,62.142857142857146
2020-11-16,79,67.85714285714286
2020-11-17,48,63.0
2020-11-18,89,61.57142857142857
2020-11-19,85,57.42857142857143
2020-11-20,31,53.857142857142854
2020-11-21,2,52.285714285714285
2020-11-22,7,48.714285714285715
2020-11-23,70,47.42857142857143
2020-11-24,115,57.0
2020-11-25,74,54.857142857142854
2020-11-26,108,58.142857142857146
2020-11-27,61,62.42857142857143
2020-11-28,13,64.0
2020-11-29,56,71.0
2020-11-30,81,72.57142857142857
2020-12-01,36,61.285714285714285
2020-12-02,102,65.28571428571429
2020-12-03,75,60.57142857142857
2020-12-04,29,56.0
2020-12-05,1,54.285714285714285
2020-12-06,18,48.857142857142854
2020-12-07,101,51.714285714285715
2020-12-08,53,54.142857142857146
2020-12-09,74,50.142857142857146
2020-12-10,57,47.57142857142857
2020-12-11,34,48.285714285714285
2020-12-12,7,49.142857142857146
2020-12-13,25,50.142857142857146
2020-12-14,48,42.57142857142857
2020-12-15,49,42.0
2020-12-16,24,34.857142857142854
2020-12-17,65,36.0
2020-12-18,47,37.857142857142854
2020-12-19,2,37.142857142857146
2020-12-20,26,37.285714285714285
2020-12-21,53,38.0
2020-12-22,50,38.142857142857146
2020-12-23,75,45.42857142857143
2020-12-24,53,43.714285714285715
2020-12-25,1,37.142857142857146
2020-12-26,6,37.714285714285715
2020-12-27,31,38.42857142857143
2020-12-28,36,36.0
2020-12-29,48,35.714285714285715
2020-12-30,82,36.714285714285715
2020-12-31,3,29.571428571428573
2021-01-01,3,29.857142857142858
2021-01-02,13,30.857142857142858
2021-01-03,21,29.428571428571427
2021-01-04,41,30.142857142857142
2021-01-05,91,36.285714285714285
2021-01-06,125,42.42857142857143
2021-01-07,112,58.0
2021-01-08,132,76.42857142857143
2021-01-09,1,74.71428571428571
2021-01-10,36,76.85714285714286
2021-01-11,47,77.71428571428571
2021-01-12,163,88.0
2021-01-13,109,85.71428571428571
2021-01-14,47,76.42857142857143
2021-01-15,117,74.28571428571429
2021-01-16,13,76.0
2021-01-17,61,79.57142857142857
2021-01-18,48,79.71428571428571
2021-01-19,47,63.142857142857146
2021-01-20,37,52.857142857142854
2021-01-21,71,56.285714285714285
2021-01-22,56,47.57142857142857
2021-01-23,18,48.285714285714285
2021-01-24,13,41.42857142857143
2021-01-25,48,41.42857142857143
2021-01-26,92,47.857142857142854
2021-01-27,122,60.0
2021-01-28,97,63.714285714285715
2021-01-29,51,63.0
2021-01-30,13,62.285714285714285
2021-01-31,41,66.28571428571429
2021-02-01,86,71.71428571428571
2021-02-02,59,67.0
2021-02-03,65,58.857142857142854
2021-02-04,74,55.57142857142857
2021-02-05,43,54.42857142857143
2021-02-07,20,55.42857142857143
2021-02-08,62,58.42857142857143
2021-02-09,108,61.57142857142857
2021-02-10,76,64.0
2021-02-11,130,73.28571428571429
2021-02-12,53,70.28571428571429
2021-02-13,5,64.85714285714286
2021-02-14,8,63.142857142857146
2021-02-15,7,55.285714285714285
2021-02-16,12,41.57142857142857
2021-02-17,65,40.0
2021-02-18,103,36.142857142857146
2021-02-19,62,37.42857142857143
2021-02-20,28,40.714285714285715
2021-02-21,34,44.42857142857143
2021-02-22,66,52.857142857142854
2021-02-23,97,65.0
2021-02-24,149,77.0
2021-02-25,77,73.28571428571429
2021-02-26,57,72.57142857142857
2021-02-27,9,69.85714285714286
2021-02-28,37,70.28571428571429
2021-03-01,90,73.71428571428571
2021-03-02,237,93.71428571428571
2021-03-03,222,104.14285714285714
2021-03-04,62,102.0
2021-03-05,67,103.42857142857143
2021-03-06,1,102.28571428571429
2021-03-07,59,105.42857142857143
2021-03-08,87,105.0
2021-03-09,152,92.85714285714286
2021-03-10,188,88.0
2021-03-11,106,94.28571428571429
2021-03-12,46,91.28571428571429
2021-03-13,3,91.57142857142857
2021-03-14,32,87.71428571428571
2021-03-15,66,84.71428571428571
2021-03-16,105,78.0
2021-03-17,110,66.85714285714286
2021-03-18,104,66.57142857142857
2021-03-19,92,73.14285714285714
2021-03-20,19,75.42857142857143
2021-03-21,26,74.57142857142857
2021-03-22,38,70.57142857142857
2021-03-23,119,72.57142857142857
2021-03-24,96,70.57142857142857
2021-03-25,101,70.14285714285714
2021-03-26,43,63.142857142857146
2021-03-27,1,60.57142857142857
2021-03-28,26,60.57142857142857
2021-03-29,110,70.85714285714286
2021-03-30,104,68.71428571428571
2021-03-31,87,67.42857142857143
2021-04-01,67,62.57142857142857
2021-04-02,52,63.857142857142854
2021-04-03,15,65.85714285714286
2021-04-04,25,65.71428571428571
2021-04-05,62,58.857142857142854
2021-04-06,90,56.857142857142854
2021-04-07,88,57.0
2021-04-08,127,65.57142857142857
2021-04-09,77,69.14285714285714
2021-04-10,4,67.57142857142857
2021-04-11,37,69.28571428571429
2021-04-12,73,70.85714285714286
2021-04-13,110,73.71428571428571
2021-04-14,124,78.85714285714286
2021-04-15,78,71.85714285714286
2021-04-16,69,70.71428571428571
2021-04-17,7,71.14285714285714
2021-04-18,30,70.14285714285714
2021-04-19,50,66.85714285714286
2021-04-20,46,57.714285714285715
2021-04-21,48,46.857142857142854
2021-04-22,76,46.57142857142857
2021-04-23,23,40.0
2021-04-24,9,40.285714285714285
2021-04-25,42,42.0
2021-04-26,41,40.714285714285715
2021-04-27,71,44.285714285714285
2021-04-28,83,49.285714285714285
2021-04-29,57,46.57142857142857
2021-04-30,70,53.285714285714285
2021-05-02,35,57.0
2021-05-03,43,57.142857142857146
2021-05-04,76,62.142857142857146
2021-05-05,79,63.285714285714285
2021-05-06,49,58.42857142857143
2021-05-07,85,62.42857142857143
2021-05-09,34,57.285714285714285
2021-05-10,50,59.42857142857143
2021-05-11,54,61.0
2021-05-12,114,66.42857142857143
2021-05-13,74,65.71428571428571
2021-05-14,46,65.28571428571429
2021-05-15,6,54.0
2021-05-16,26,52.857142857142854
2021-05-17,40,51.42857142857143
2021-05-18,35,48.714285714285715
2021-05-19,53,40.0
2021-05-20,45,35.857142857142854
2021-05-21,28,33.285714285714285
2021-05-22,6,33.285714285714285
2021-05-23,17,32.0
2021-05-24,64,35.42857142857143
2021-05-25,56,38.42857142857143
2021-05-26,68,40.57142857142857
2021-05-27,77,45.142857142857146
2021-05-28,40,46.857142857142854
2021-05-29,11,47.57142857142857
2021-05-30,16,47.42857142857143
2021-05-31,52,45.714285714285715
2021-06-01,61,46.42857142857143
2021-06-02,69,46.57142857142857
2021-06-03,25,39.142857142857146
2021-06-04,28,37.42857142857143
2021-06-05,2,36.142857142857146
2021-06-06,19,36.57142857142857
2021-06-07,41,35.0
2021-06-08,63,35.285714285714285
2021-06-09,67,35.0
2021-06-10,51,38.714285714285715
2021-06-11,30,39.0
2021-06-12,11,40.285714285714285
2021-06-13,37,42.857142857142854
2021-06-14,75,47.714285714285715
2021-06-15,73,49.142857142857146
2021-06-16,102,54.142857142857146
2021-06-17,52,54.285714285714285
2021-06-18,30,54.285714285714285
2021-06-19,44,59.0
2021-06-20,27,57.57142857142857
2021-06-21,45,53.285714285714285
2021-06-22,58,51.142857142857146
2021-06-23,49,43.57142857142857
2021-06-24,75,46.857142857142854
2021-06-25,24,46.0
2021-06-26,9,41.0
2021-06-27,26,40.857142857142854
2021-06-28,66,43.857142857142854
2021-06-29,60,44.142857142857146
2021-06-30,55,45.0
2021-07-01,43,40.42857142857143
2021-07-02,52,44.42857142857143
2021-07-03,8,44.285714285714285
2021-07-04,19,43.285714285714285
2021-07-05,44,40.142857142857146
2021-07-06,67,41.142857142857146
2021-07-07,83,45.142857142857146
2021-07-08,53,46.57142857142857
2021-07-09,18,41.714285714285715
2021-07-10,5,41.285714285714285
2021-07-11,24,42.0
2021-07-12,53,43.285714285714285
2021-07-13,77,44.714285714285715
2021-07-14,89,45.57142857142857
2021-07-15,64,47.142857142857146
2021-07-16,10,46.0
2021-07-17,10,46.714285714285715
2021-07-18,22,46.42857142857143
2021-07-19,47,45.57142857142857
2021-07-20,41,40.42857142857143
2021-07-21,64,36.857142857142854
2021-07-22,50,34.857142857142854
2021-07-23,43,39.57142857142857
2021-07-24,2,38.42857142857143
2021-07-25,34,40.142857142857146
2021-07-26,50,40.57142857142857
2021-07-27,40,40.42857142857143
2021-07-28,61,40.0
2021-07-29,46,39.42857142857143
2021-07-30,64,42.42857142857143
2021-07-31,3,42.57142857142857
2021-08-01,19,40.42857142857143
2021-08-02,66,42.714285714285715
2021-08-03,73,47.42857142857143
2021-08-04,92,51.857142857142854
2021-08-05,59,53.714285714285715
2021-08-06,46,51.142857142857146
2021-08-07,19,53.42857142857143
2021-08-08,27,54.57142857142857
2021-08-09,94,58.57142857142857
2021-08-10,77,59.142857142857146
2021-08-11,63,55.0
2021-08-12,92,59.714285714285715
2021-08-13,39,58.714285714285715
2021-08-14,2,56.285714285714285
2021-08-15,22,55.57142857142857
2021-08-16,44,48.42857142857143
2021-08-17,69,47.285714285714285
2021-08-18,67,47.857142857142854
2021-08-19,82,46.42857142857143
2021-08-20,76,51.714285714285715
2021-08-21,37,56.714285714285715
2021-08-22,27,57.42857142857143
2021-08-23,67,60.714285714285715
2021-08-24,61,59.57142857142857
2021-08-25,73,60.42857142857143
2021-08-26,79,60.0
2021-08-27,66,58.57142857142857
2021-08-28,8,54.42857142857143
2021-08-29,31,55.0
2021-08-30,59,53.857142857142854
2021-08-31,83,57.0
2021-09-01,95,60.142857142857146
2021-09-02,89,61.57142857142857
2021-09-03,12,53.857142857142854
2021-09-16,1,52.857142857142854
2021-09-18,1,48.57142857142857
2021-09-19,1,40.285714285714285
2021-09-20,1,28.571428571428573
2021-11-19,1,15.142857142857142
2021-11-24,1,2.5714285714285716
2021-11-30,1,1.0
2022-01-12,1,1.0
2022-01-17,2,1.1428571428571428
2022-02-17,2,1.2857142857142858
2022-02-20,1,1.2857142857142858
2022-03-25,1,1.2857142857142858
2022-03-29,2,1.4285714285714286
2022-03-30,1,1.4285714285714286
2022-05-11,1,1.4285714285714286
2022-05-16,1,1.2857142857142858
2022-05-19,1,1.1428571428571428
2022-05-22,1,1.1428571428571428
2022-05-24,1,1.1428571428571428
2022-05-25,1,1.0
2022-05-31,2,1.1428571428571428
2022-06-02,1,1.1428571428571428
2022-06-06,1,1.1428571428571428
2022-06-09,2,1.2857142857142858
2022-07-01,1,1.2857142857142858
2022-07-04,1,1.2857142857142858
2022-07-06,1,1.2857142857142858
2022-07-08,1,1.1428571428571428
2022-07-14,2,1.2857142857142858
2022-07-15,1,1.2857142857142858
2022-07-18,3,1.4285714285714286
2022-07-22,3,1.7142857142857142
2022-07-25,1,1.7142857142857142
2022-07-27,4,2.142857142857143
2022-07-28,1,2.142857142857143
2022-08-02,13,3.7142857142857144
2022-08-09,8,4.714285714285714
2022-08-10,3,4.714285714285714
2022-08-12,2,4.571428571428571
2022-08-16,3,4.857142857142857
2022-08-18,3,4.714285714285714
2022-08-19,10,6.0
2022-08-20,1,4.285714285714286
2022-08-21,2,3.4285714285714284
2022-08-22,2,3.2857142857142856
2022-08-23,17,5.428571428571429
2022-08-24,5,5.714285714285714
2022-08-25,7,6.285714285714286
2022-08-26,31,9.285714285714286
2022-08-27,6,10.0
2022-08-28,13,11.571428571428571
2022-08-29,21,14.285714285714286
